"","Cat","Year","Month"
"1",0.00344745166413438,2003,1
"2",0.0107863270712002,2004,1
"3",0.00454664153879731,2005,1
"4",0.00906521110695963,2006,1
"5",0.00255213112509796,2007,1
"6",0.00990885007213322,2008,1
"7",0.0121770869960999,2009,1
"8",0.0965411429749192,2010,1
"9",0.0772625065864881,2011,1
"10",0.0832692228487951,2012,1
"11",0.0606708559154765,2013,1
"12",0.0334397869943093,2014,1
"13",0.0756243858784433,2015,1
"14",0.0587958087688594,2016,1
"15",0.0376471899172484,2017,1
"16",0.0223657260920152,2018,1
"17",0.0263974592090356,2019,1
"18",0.0266687263613346,2020,1
"19",0.068940629607079,2021,1
"20",0.0363202321933446,2003,2
"21",0.0644661282655198,2004,2
"22",0.0298503373276924,2005,2
"23",0.0494876194673137,2006,2
"24",0.107051910374035,2007,2
"25",0.054507624760801,2008,2
"26",0.0250340696586255,2009,2
"27",0.215908384409031,2010,2
"28",0.113644196029227,2011,2
"29",0.103819990141252,2012,2
"30",0.142347829295061,2013,2
"31",0.1095216341,2014,2
"32",0.167277655443755,2015,2
"33",0.126365251465553,2016,2
"34",0.116089086236131,2017,2
"35",0.0830810960341865,2018,2
"36",0.187983765224307,2019,2
"37",0.166335621501193,2020,2
"38",0.254670224697007,2021,2
"39",0.259577057612466,2003,3
"40",0.29273765057667,2004,3
"41",0.278549536958795,2005,3
"42",0.322689575835215,2006,3
"43",0.386424890551412,2007,3
"44",0.273823682322332,2008,3
"45",0.244811094909108,2009,3
"46",0.252776539077095,2010,3
"47",0.230692871044836,2011,3
"48",0.164288111910539,2012,3
"49",0.22178179494174,2013,3
"50",0.249372226407811,2014,3
"51",0.235510243818222,2015,3
"52",0.18615547094722,2016,3
"53",0.214131903458699,2017,3
"54",0.229595184035028,2018,3
"55",0.365903607845669,2019,3
"56",0.356585532921843,2020,3
"57",0.420649380792003,2021,3
"58",0.417336160776574,2003,4
"59",0.505509796102539,2004,4
"60",0.644577114023031,2005,4
"61",0.611369245340211,2006,4
"62",0.611758481761779,2007,4
"63",0.387048363458169,2008,4
"64",0.414978199101787,2009,4
"65",0.401862023892627,2010,4
"66",0.340846246516201,2011,4
"67",0.300560392293686,2012,4
"68",0.325885352160562,2013,4
"69",0.329897693591946,2014,4
"70",0.31465746214479,2015,4
"71",0.324236344513448,2016,4
"72",0.342519693744931,2017,4
"73",0.348905305102821,2018,4
"74",0.48787793578383,2019,4
"75",0.472163889316623,2020,4
"76",0.56646111570361,2021,4
"77",0.579478836810384,2003,5
"78",0.837168910393289,2004,5
"79",0.803170772979283,2005,5
"80",0.689198329032904,2006,5
"81",0.710698674117158,2007,5
"82",0.586219567049445,2008,5
"83",0.539649003548289,2009,5
"84",0.586107435639806,2010,5
"85",0.460099850819746,2011,5
"86",0.408068113599889,2012,5
"87",0.453312756942484,2013,5
"88",0.540443299475158,2014,5
"89",0.458417972637296,2015,5
"90",0.451471469619347,2016,5
"91",0.461410669042206,2017,5
"92",0.500499871389455,2018,5
"93",0.630395921910559,2019,5
"94",0.610234566926441,2020,5
"95",0.769734450359689,2021,5
"96",0.648525607221671,2003,6
"97",0.911448226822079,2004,6
"98",0.836321964117783,2005,6
"99",0.847930501265118,2006,6
"100",0.880764044622427,2007,6
"101",0.640298717078942,2008,6
"102",0.580640553856253,2009,6
"103",0.653795977928044,2010,6
"104",0.601393688550777,2011,6
"105",0.554964907728834,2012,6
"106",0.53702422010258,2013,6
"107",0.58720837570016,2014,6
"108",0.502857329023019,2015,6
"109",0.526872730577667,2016,6
"110",0.549191336327315,2017,6
"111",0.607816963957156,2018,6
"112",0.705719504789503,2019,6
"113",0.651547320681236,2020,6
"114",0.837913881793947,2021,6
"115",0.6602025251139,2003,7
"116",0.917386011201706,2004,7
"117",0.867489627591571,2005,7
"118",0.904013435718539,2006,7
"119",0.917555965592348,2007,7
"120",0.646221490172077,2008,7
"121",0.583044674308425,2009,7
"122",0.66427322279093,2010,7
"123",0.626571192679365,2011,7
"124",0.55665192421244,2012,7
"125",0.540655291734963,2013,7
"126",0.601229836744523,2014,7
"127",0.521063688513836,2015,7
"128",0.565898445123971,2016,7
"129",0.589338814736767,2017,7
"130",0.637992685837958,2018,7
"131",0.725607500387182,2019,7
"132",0.653935691039735,2020,7
"133",0.846364565792733,2021,7
"134",0.885295643223393,2003,8
"135",0.936496957937629,2004,8
"136",0.959038513065503,2005,8
"137",0.976840017898263,2006,8
"138",0.957219307924234,2007,8
"139",0.709996673388731,2008,8
"140",0.758051699565232,2009,8
"141",0.752516622396518,2010,8
"142",0.660318675151517,2011,8
"143",0.602470604290982,2012,8
"144",0.615924772648188,2013,8
"145",0.648991822214967,2014,8
"146",0.618803408747624,2015,8
"147",0.641084370808079,2016,8
"148",0.675619124114886,2017,8
"149",0.684839390317648,2018,8
"150",0.748044398282285,2019,8
"151",0.700196285913386,2020,8
"152",0.888638267748185,2021,8
"153",0.970863684836354,2003,9
"154",0.940670128399662,2004,9
"155",0.961492486352367,2005,9
"156",0.980313494317116,2006,9
"157",0.966333249408937,2007,9
"158",0.796842806740595,2008,9
"159",0.86925062302764,2009,9
"160",0.838989347935961,2010,9
"161",0.770027423013145,2011,9
"162",0.834830807968004,2012,9
"163",0.75131200835238,2013,9
"164",0.76285171066129,2014,9
"165",0.760220519688748,2015,9
"166",0.779570167290095,2016,9
"167",0.819027751352817,2017,9
"168",0.847288888358435,2018,9
"169",0.851034486817051,2019,9
"170",0.814700696268059,2020,9
"171",1,2021,9
"172",0.975366309046931,2003,10
"173",0.966250037018854,2004,10
"174",0.969644136525519,2005,10
"175",0.981703334680974,2006,10
"176",0.980321678589346,2007,10
"177",0.900488625875418,2008,10
"178",0.953354713131595,2009,10
"179",0.933292417405789,2010,10
"180",0.907453927912,2011,10
"181",0.917873553271285,2012,10
"182",0.892136417291415,2013,10
"183",0.863397824264521,2014,10
"184",0.928684890481086,2015,10
"185",0.924258093939902,2016,10
"186",0.934114751343817,2017,10
"187",0.930421818203192,2018,10
"188",0.930191335262891,2019,10
"189",0.947766647287714,2020,10
"190",1,2021,10
"191",0.998413087352371,2003,11
"192",0.999794244046401,2004,11
"193",0.999552429295605,2005,11
"194",0.999264129191507,2006,11
"195",0.994547289606422,2007,11
"196",0.992279623723199,2008,11
"197",0.999850881878543,2009,11
"198",0.994237137551335,2010,11
"199",0.981774613670513,2011,11
"200",0.979892707201292,2012,11
"201",0.988502105002305,2013,11
"202",0.974253401818376,2014,11
"203",0.993567523676825,2015,11
"204",0.992601833678866,2016,11
"205",0.990249704244079,2017,11
"206",0.992055191667812,2018,11
"207",0.992957713438071,2019,11
"208",0.992141590906238,2020,11
"209",1,2021,11
"210",1,2003,12
"211",1,2004,12
"212",1,2005,12
"213",1,2006,12
"214",1,2007,12
"215",1,2008,12
"216",1,2009,12
"217",1,2010,12
"218",1,2011,12
"219",1,2012,12
"220",1,2013,12
"221",1,2014,12
"222",1,2015,12
"223",1,2016,12
"224",1,2017,12
"225",1,2018,12
"226",1,2019,12
"227",1,2020,12
"228",1,2021,12
